ISBN            WWU Price       Amazon Price    Difference     
9780932440389   10.75           5.66            5.09           
9780553328257   9.50            4.42            5.08           
9780316230841   10.25           5.21            5.04           
9781476735115   17.50           12.46           5.04           
9781405112291   33.00           27.99           5.01           
9780199538621   8.00            2.99            5.01           
9780872638549   100.00          95.00           5.00           
9780872203921   5.00            0.01            4.99           
9780316036139   10.75           5.79            4.96           
9782070387045   9.50            4.56            4.94           
9780192803542   8.00            3.07            4.93           
9781583335239   10.75           5.85            4.90           
9781554811069   24.25           19.36           4.89           
9780918273826   10.75           5.89            4.86           
9781452235288   47.25           42.41           4.84           
9780394719856   8.75            3.94            4.81           
9780199556052   10.75           5.94            4.81           
9780226264219   11.75           6.96            4.79           
9780415619349   35.00           30.21           4.79           
9781593853990   27.75           22.97           4.78           
9780679424529   14.75           9.97            4.78           
9780470381229   20.25           15.47           4.78           
9780812218459   16.75           11.99           4.76           
9780062225153   14.75           10.00           4.75           
9781609949235   12.75           8.00            4.75           
9780271026763   14.75           10.00           4.75           
9780312089450   12.25           7.50            4.75           
9781608193417   12.25           7.50            4.75           
9780140361223   4.75            0.01            4.74           
9780140361216   4.75            0.01            4.74           
9780553213652   4.75            0.01            4.74           
9780451529596   4.75            0.01            4.74           
9780449213940   4.75            0.01            4.74           
9780064404891   4.75            0.01            4.74           
9780152017170   4.75            0.01            4.74           
9780440237686   4.75            0.01            4.74           
9781284074611   58.75           54.06           4.69           
9780139060410   25.50           20.83           4.67           
9780932440693   17.00           12.34           4.66           
9780415336116   33.75           29.10           4.65           
9780674004412   18.25           13.65           4.60           
9780140367621   4.75            0.15            4.60           
9781577319443   13.50           8.92            4.58           
9780895828729   31.00           26.42           4.58           
9780140447323   10.25           5.70            4.55           
9780470596227   84.50           79.99           4.51           
9780226417066   19.50           14.99           4.51           
9781606238769   38.50           34.00           4.50           
9780375412875   17.50           13.00           4.50           
9780143125471   11.50           7.01            4.49           
9780199559466   33.00           28.53           4.47           
9780618871711   10.00           5.54            4.46           
9780802121998   10.75           6.30            4.45           
9781608194544   11.50           7.05            4.45           
9781439193587   12.75           8.32            4.43           
9780226468679   12.25           7.87            4.38           
9780316056229   7.50            3.12            4.38           
9780199555918   9.50            5.13            4.37           
9780142407332   6.75            2.40            4.35           
9780300055832   16.25           11.95           4.30           
9780195387858   8.75            4.45            4.30           
9781551055305   16.75           12.46           4.29           
9780521607216   20.25           15.98           4.27           
9780143039945   14.75           10.48           4.27           
9780345514400   4.75            0.49            4.26           
9780813348711   26.25           22.00           4.25           
9780892814558   11.50           7.27            4.23           
9780140455304   11.50           7.33            4.17           
9781557667045   21.75           17.62           4.13           
9780325004112   25.25           21.15           4.10           
9781590174869   10.00           5.92            4.08           
9780325030883   24.00           19.95           4.05           
9781416948827   5.50            1.49            4.01           
9780380807345   4.00            0.01            3.99           
9780872205543   4.00            0.01            3.99           
9780451418500   4.00            0.01            3.99           
9780553213485   4.00            0.01            3.99           
9781853261893   4.00            0.01            3.99           
9780226035932   8.00            4.10            3.90           
9780672336072   20.25           16.41           3.84           
9780312452421   7.25            3.43            3.82           
9780199832699   16.75           12.95           3.80           
9780199554072   6.75            2.95            3.80           
9780521298759   57.25           53.47           3.78           
9780199231959   10.75           6.98            3.77           
9781118378342   23.75           19.99           3.76           
9780872206557   6.75            2.99            3.76           
9781462513543   27.00           23.25           3.75           
9780415964722   23.75           20.00           3.75           
9780520271999   27.00           23.29           3.71           
9781604069228   52.75           49.16           3.59           
9781552451199   10.00           6.43            3.57           
9780521663878   23.50           19.95           3.55           
9780138022129   20.75           17.20           3.55           
9780061561610   10.75           7.20            3.55           
9780470932315   14.75           11.22           3.53           
9781614272779   4.50            0.99            3.51           
9781442408937   7.50            3.99            3.51           
9780199536986   6.75            3.24            3.51           
9780521700412   23.50           20.00           3.50           
9780763662622   6.00            2.50            3.50           
9780385531108   10.25           6.76            3.49           
9781849351348   10.75           7.27            3.48           
9780674050273   12.50           9.04            3.46           
9780199691340   8.00            4.59            3.41           
9781935982159   17.25           13.88           3.37           
9781595589477   18.25           14.89           3.36           
9781118744857   18.25           14.92           3.33           
9781464139826   93.25           89.94           3.31           
9780199844869   25.50           22.22           3.28           
9781551117065   18.25           14.97           3.28           
9780415521086   28.25           25.00           3.25           
9780520268104   20.25           17.00           3.25           
9780691149936   14.25           11.00           3.25           
9780140367430   3.25            0.01            3.24           
9783150000335   3.25            0.01            3.24           
9781416500308   3.25            0.01            3.24           
9780132991285   29.75           26.55           3.20           
9780199536498   6.75            3.60            3.15           
9781571314697   10.75           7.67            3.08           
9780393977615   13.75           10.68           3.07           
9780961392185   10.75           7.68            3.07           
9780199539963   8.75            5.69            3.06           
9781604732597   22.75           19.74           3.01           
9780521007559   33.00           29.99           3.01           
9780889740440   13.50           10.49           3.01           
9780226768687   5.50            2.50            3.00           
9781559362856   12.75           9.75            3.00           
9780226138619   16.25           13.35           2.90           
9780983368663   10.25           7.39            2.86           
9780415389556   19.50           16.64           2.86           
9780544336261   6.00            3.17            2.83           
9780804812559   6.75            3.94            2.81           
9780312452254   14.75           11.95           2.80           
9780199549825   12.75           9.96            2.79           
9781559638326   27.00           24.22           2.78           
9781551114927   30.25           27.47           2.78           
9781107648234   33.75           30.97           2.78           
9781888553536   10.75           7.98            2.77           
9780807079553   12.25           9.49            2.76           
9780824832704   18.25           15.49           2.76           
9781412999533   52.75           50.00           2.75           
9780822213918   6.00            3.26            2.74           
9780486419312   2.75            0.01            2.74           
9780486280417   2.75            0.01            2.74           
9781847692689   27.00           24.29           2.71           
9780822220824   6.00            3.30            2.70           
9781940430249   10.00           7.32            2.68           
9781568365206   23.75           21.07           2.68           
9780983368649   10.25           7.68            2.57           
9781118921289   18.25           15.68           2.57           
9781401243029   10.00           7.50            2.50           
9780812994520   19.00           16.50           2.50           
9780393912357   13.75           11.25           2.50           
9781285084169   127.25          124.86          2.39           
9780226816388   12.25           9.91            2.34           
9780199925728   60.75           58.43           2.32           
9780300199000   10.25           7.95            2.30           
9781107658172   22.25           19.96           2.29           
9781438428062   20.25           17.98           2.27           
9780736084154   64.75           62.51           2.24           
9780470657157   35.00           32.87           2.13           
9780465061518   13.50           11.40           2.10           
9780199555628   10.75           8.66            2.09           
9780226807409   17.00           14.97           2.03           
9780674064140   12.00           9.99            2.01           
9780801487088   27.00           25.00           2.00           
9780199372409   18.75           16.76           1.99           
9780870138485   11.50           9.53            1.97           
9780451531582   4.75            2.79            1.96           
9781416611493   18.25           16.31           1.94           
9781421405742   20.25           18.32           1.93           
9780133382136   45.50           43.63           1.87           
9780300181432   14.75           12.90           1.85           
9780325009803   22.75           20.92           1.83           
9781250062185   10.75           8.95            1.80           
9780929701493   10.75           8.98            1.77           
9780199997275   33.75           31.99           1.76           
9780133760033   165.75          164.00          1.75           
9780717802418   1.75            0.01            1.74           
9780814612729   1.75            0.01            1.74           
9780486282084   1.75            0.01            1.74           
9781416524465   14.75           13.04           1.71           
9781118315071   23.50           21.83           1.67           
9780736058032   64.75           63.09           1.66           
9781452240886   21.50           19.88           1.62           
9781118950142   13.50           11.93           1.57           
9780486480404   5.25            3.68            1.57           
9780300209419   17.00           15.45           1.55           
9780123820303   67.50           65.96           1.54           
9781559364584   10.00           8.47            1.53           
9781457606496   12.25           10.73           1.52           
9780719066894   20.25           18.74           1.51           
9781598744460   25.50           23.99           1.51           
9780137035106   39.50           37.99           1.51           
9780816641291   13.50           12.00           1.50           
9780870710940   15.50           14.00           1.50           
9781405193184   26.25           24.76           1.49           
9780893285609   21.75           20.30           1.45           
9780345802576   10.75           9.32            1.43           
9781597142014   12.75           11.40           1.35           
9780325002996   13.50           12.17           1.33           
9781584351597   9.50            8.18            1.32           
9781892784353   20.25           18.95           1.30           
9780674058255   20.25           18.97           1.28           
9780300198973   12.25           11.08           1.17           
9781583225813   6.00            4.90            1.10           
9780078027000   98.00           96.94           1.06           
9781603849005   8.75            7.72            1.03           
9781450776714   6.00            4.98            1.02           
9781577668060   8.50            7.48            1.02           
9781575242545   31.00           29.99           1.01           
9781558618374   15.50           14.55           0.95           
9781551111476   16.75           15.83           0.92           
9781584351344   10.00           9.16            0.84           
9780812220643   16.75           15.96           0.79           
9780984616664   10.75           9.99            0.76           
9780615281230   31.75           31.10           0.65           
9780521155724   20.25           19.65           0.60           
9780745643267   13.50           12.94           0.56           
9780824817176   21.00           20.45           0.55           
9780988394810   5.50            5.12            0.38           
9780321637734   47.25           46.97           0.28           
9780521536028   23.50           23.24           0.26           
9780199797073   29.00           28.80           0.20           
9780822220244   6.00            5.83            0.17           
9782707146519   17.50           17.39           0.11           
9780898716290   56.75           56.64           0.11           
9780889712263   12.00           11.96           0.04           
9781107612549   19.00           19.00           0.00           
9781879960855   12.75           12.77           -0.02          
9780520254060   21.50           21.61           -0.11          
9780691159638   15.50           15.67           -0.17          
9781405159944   23.50           23.99           -0.49          
9781118717080   21.50           22.02           -0.52          
9780073380704   142.25          142.93          -0.68          
9780073523538   136.25          136.94          -0.69          
9780820328072   17.50           18.38           -0.88          
9781936523030   43.75           44.63           -0.88          
9781412999304   31.00           31.97           -0.97          
9780226462271   17.50           18.50           -1.00          
9780870239656   18.75           19.88           -1.13          
9780816529452   23.75           24.95           -1.20          
9780520280069   14.75           15.97           -1.22          
9780387886978   40.50           41.95           -1.45          
9780807752692   21.00           22.49           -1.49          
9780774821148   24.25           25.79           -1.54          
9780240811840   31.75           33.30           -1.55          
9780199929382   20.25           21.90           -1.65          
9780759121751   30.50           32.27           -1.77          
9780292706804   17.00           18.78           -1.78          
9780889227880   16.75           18.72           -1.97          
9780415206464   29.75           31.80           -2.05          
9780813348490   21.50           23.55           -2.05          
9780226551203   17.00           19.14           -2.14          
9781611631357   19.00           21.15           -2.15          
9780521598613   19.00           21.27           -2.27          
9781412988995   31.75           34.02           -2.27          
9781500811822   6.75            9.09            -2.34          
9780132907088   30.25           32.61           -2.36          
9781461476177   43.75           46.18           -2.43          
9780325050843   16.00           18.45           -2.45          
9780199325351   27.00           29.80           -2.80          
9780199336777   18.75           21.56           -2.81          
9781285858227   106.25          109.13          -2.88          
9780615599793   6.75            9.66            -2.91          
9780765623829   30.25           33.17           -2.92          
9780521103671   30.25           33.38           -3.13          
9780700616763   16.75           19.95           -3.20          
9781444331158   25.00           28.41           -3.41          
9780393938777   41.00           44.49           -3.49          
9780813215068   20.25           23.81           -3.56          
9780415491891   31.00           34.64           -3.64          
9780521139687   23.50           27.23           -3.73          
9780292743922   17.00           20.74           -3.74          
9780199261086   48.00           51.81           -3.81          
9780573662447   6.75            10.91           -4.16          
9781604266122   40.50           45.00           -4.50          
9780759110953   22.25           26.86           -4.61          
9781433104916   26.25           31.00           -4.75          
9780134053240   40.75           45.70           -4.95          
9781285173221   114.50          119.50          -5.00          
9781118170519   154.50          159.89          -5.39          
9780963872821   16.75           22.48           -5.73          
9781462508167   19.00           24.93           -5.93          
9780199859085   42.50           48.46           -5.96          
9780205484850   55.00           61.84           -6.84          
9781107602526   23.50           30.37           -6.87          
9781285077192   77.50           84.42           -6.92          
9781483359496   64.25           71.23           -6.98          
9781937561246   15.50           22.56           -7.06          
9781575242965   27.25           34.50           -7.25          
9780820317809   16.75           24.11           -7.36          
9780820474151   22.25           29.73           -7.48          
9781416404347   75.50           83.00           -7.50          
9781419709821   37.25           44.93           -7.68          
9780988561304   26.75           34.86           -8.11          
9780325028392   25.00           33.33           -8.33          
9780975272480   13.50           22.02           -8.52          
9780970804211   16.25           24.97           -8.72          
9781577667827   24.25           33.35           -9.10          
9780821421208   22.25           31.36           -9.11          
9780199685523   30.50           39.93           -9.43          
9780520276536   23.50           32.97           -9.47          
9780325057309   39.75           49.36           -9.61          
9780415495974   35.00           44.62           -9.62          
9781405170505   68.75           78.40           -9.65          
9781305105423   191.00          200.69          -9.69          
9780963872814   22.25           32.16           -9.91          
9780713689310   20.25           30.41           -10.16         
9780137071418   32.25           42.78           -10.53         
9780199390489   62.75           73.43           -10.68         
9780078025181   84.00           94.74           -10.74         
9780190235239   16.75           27.56           -10.81         
9780393123593   47.00           58.07           -11.07         
9781420089042   78.25           89.85           -11.60         
9781575241982   57.00           68.87           -11.87         
9781558763371   16.75           28.90           -12.15         
9781444122435   30.25           43.93           -13.68         
9780970804228   16.25           29.95           -13.70         
9781934000137   25.75           41.66           -15.91         
9780815344322   114.00          130.00          -16.00         
9781621590064   39.50           57.89           -18.39         
9780133356816   134.25          152.69          -18.44         
9781439895610   54.00           73.94           -19.94         
9781618530745   59.00           80.00           -21.00         
9780077676407   77.25           98.29           -21.04         
9780415545396   37.00           58.50           -21.50         
9781441928399   47.25           69.37           -22.12         
9781285088112   83.00           105.15          -22.15         
9781606352113   10.25           32.52           -22.27         
9781285118758   101.50          125.00          -23.50         
9780321839763   136.25          160.00          -23.75         
9781464113086   71.75           95.96           -24.21         
9781285114750   101.50          126.58          -25.08         
9781464185168   71.75           101.43          -29.68         
9780823228683   17.00           47.84           -30.84         
9780205794553   99.50           133.07          -33.57         
9780896087965   12.75           49.82           -37.07         
9780199846276   103.25          144.03          -40.78         
9789027212085   100.50          146.03          -45.53         
9781259224195   175.00          235.02          -60.02         
9781452270401   75.50           141.40          -65.90         
9781433111150   28.25           100.00          -71.75         
9781259278600   209.00          281.22          -72.22         
9781465223487   47.25           135.26          -88.01         
9781599090429   32.00           124.00          -92.00         
9781940235776   79.25           180.06          -100.81        
9781897071335   18.25           163.90          -145.65        

Times WWU is Cheaper      Times AZ is Cheaper                 

119                       959                                
Percent WWU is Cheaper    Percent AZ is Cheaper              

11.04                     88.96                              

Amazon No Offer           WWU No Offer                       

22.00                     94.00                              

Percent AZ No Offer       Percent WWU No Offer               

2.04                      8.72                               

